date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:26:39	24509/24509	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:06%20GMT	https://dsathemes.com/html/martex_1.1/files/career-role.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/career-role.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:40	36621/36621	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:20%20GMT	https://dsathemes.com/html/martex_1.1/files/careers.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/careers.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:40	19986/19986	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:37:43%20GMT	https://dsathemes.com/html/martex_1.1/files/contacts.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/contacts.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:41	34244/34244	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:18%20GMT	https://dsathemes.com/html/martex_1.1/files/projects.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/projects.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:41	64219/64219	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:45%20GMT	https://dsathemes.com/html/martex_1.1/files/features.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/features.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:41	30474/30474	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:27%20GMT	https://dsathemes.com/html/martex_1.1/files/project-details.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/project-details.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:41	25060/25060	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:46%20GMT	https://dsathemes.com/html/martex_1.1/files/reviews.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/reviews.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:42	25143/25143	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:38%20GMT	https://dsathemes.com/html/martex_1.1/files/download.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/download.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:42	41162/41162	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:37:59%20GMT	https://dsathemes.com/html/martex_1.1/files/pricing-1.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/pricing-1.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:42	44003/44003	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:37:47%20GMT	https://dsathemes.com/html/martex_1.1/files/faqs.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/faqs.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:42	40529/40529	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:40%20GMT	https://dsathemes.com/html/martex_1.1/files/help-center.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/help-center.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:42	13163/13163	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:15%20GMT	https://dsathemes.com/html/martex_1.1/files/404.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/404.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:43	34464/34464	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:33%20GMT	https://dsathemes.com/html/martex_1.1/files/blog-listing.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/blog-listing.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:43	45631/45631	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:56%20GMT	https://dsathemes.com/html/martex_1.1/files/single-post.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/single-post.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:43	11560/11560	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:37:54%20GMT	https://dsathemes.com/html/martex_1.1/files/login-2.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/login-2.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:44	11858/11858	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:50%20GMT	https://dsathemes.com/html/martex_1.1/files/signup-2.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/signup-2.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:44	10097/10097	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:17%20GMT	https://dsathemes.com/html/martex_1.1/files/reset-password.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/reset-password.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:45	38826/38826	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:58%20GMT	https://dsathemes.com/html/martex_1.1/files/pricing-2.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/pricing-2.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:45	2144/2144	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:41:06%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-1.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-1.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:45	1868/1868	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:13%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-1-white.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-1-white.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:46	5401/5401	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:41:25%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-2.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-2.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:47	2978/2978	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:41:55%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-3-white.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-3-white.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:47	255040/255040	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:43:41%20GMT	https://dsathemes.com/html/martex_1.1/files/images/dashboard-04.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/dashboard-04.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:47	1643/1643	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:57%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-4.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-4.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:47	1104/1104	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:43:42%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-4-white.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-4-white.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:48	3140/3140	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:43%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-5.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-5.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:48	2596/2596	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:42:52%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-5-white.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-5-white.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:48	2333/2333	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:29%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-6.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-6.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:48	2205/2205	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:41:10%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-6-white.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-6-white.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:49	3382/3382	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:38%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-7.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-7.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:49	2725/2725	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:23%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-7-white.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-7-white.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:49	2893/2893	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:42:26%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-8.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-8.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:51	2211/2211	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:42:28%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-8-white.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-8-white.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:51	3233/3233	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:42:14%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-9.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-9.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:51	2570/2570	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:43:31%20GMT	https://dsathemes.com/html/martex_1.1/files/images/brand-9-white.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/brand-9-white.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:53	19547/19547	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:41:44%20GMT	https://dsathemes.com/html/martex_1.1/files/images/f_01.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/f_01.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
